CategoryString,_raw,_time,action,app,bid,bunit,category,change_type,city,country,cve,cvss,cvss_base_score,cvss_temporal_score,cvss_temporal_vector,cvss_vector,cwe,dest,dest_asset_id,dest_asset_tag,dest_bunit,dest_category,dest_city,dest_country,dest_dns,dest_ip,dest_is_expected,dest_lat,dest_long,dest_mac,dest_nt_host,dest_owner,dest_pci_domain,dest_port,dest_port_proto,dest_priority,dest_requires_av,dest_service,dest_should_timesync,dest_should_update,dns,enabled,end_time,eventtype,host,ids_type,index,ip,is_expected,lat,linecount,long,mac,name,nessus_os,nessus_plugin_id,nt_host,object,object_category,os,osvdb,owner,pci_domain,priority,product,protocol,protocol_name,punct,range,requires_av,result,severity,severity_id,should_timesync,should_update,signature,signature_family,signature_id,source,sourcetype,splunk_server,splunk_server_group,src,src_asset_id,src_asset_tag,src_bunit,src_category,src_city,src_country,src_dns,src_ip,src_is_expected,src_lat,src_long,src_mac,src_nt_host,src_owner,src_pci_domain,src_priority,src_requires_av,src_should_timesync,src_should_update,start_time,status,status_description,subject,ta_windows_security_CategoryString,tag,tag::action,tag::app,tag::dest_requires_av,tag::dest_should_timesync,tag::dest_should_update,tag::eventtype,tag::is_expected,tag::requires_av,tag::should_timesync,tag::should_update,tag::signature,tag::sourcetype,threat_intel_source,timestamp,transport,user_type,vendor,vendor_product,xref
,"start_time=""Thu Feb 20 14:18:25 2020"" end_time=""Thu Feb 20 14:18:25 2020"" dest_dns=""HOST-003"" dest_nt_host=""HOST-005"" dest_mac=""4a:43:e4:f5:3a:ae"" dest_ip=""10.11.36.24"" os=""Microsoft Windows XP Service Pack 2"" os=""Microsoft Windows XP Service Pack 3"" dest_port_proto=""unknown (4105/tcp)"" severity_id=""3"" signature_id=""19506"" signature=""Nessus Scan Information"" 
---splunk-ta-nessus-end-of-event---

",2020-02-20T14:56:52.000+0000,,,,,,,,,,,,,,,,HOST-003,,,,,,,HOST-003,10.11.36.24,false,,,4a:43:e4:f5:3a:ae,HOST-005,,untrust,4105,unknown (4105/tcp),,false,,false,false,,,Thu Feb 20 14:18:25 2020,nessus nessus_plugin_avail nessus_system_version,127.0.0.1,,main,,,,4,,,,"Microsoft Windows XP Service Pack 2
Microsoft Windows XP Service Pack 3",19506,,,,"Microsoft Windows XP Service Pack 2
Microsoft Windows XP Service Pack 3",,,,,Nessus,,,Err:509,,,,high,3,,,Nessus Scan Information,,19506,eventgen,nessus,prd-p-vj7zgflpcb88,,,,,,,,,,,,,,,,,,,,,,Thu Feb 20 14:18:25 2020,,,,,"inventory
os
report
system
version
vulnerability",,,,,,"inventory
os
report
system
version
vulnerability",,,,,,,,none,tcp,,Tenable,,
,"start_time=""Thu Feb 20 14:27:12 2020"" end_time=""Thu Feb 20 14:27:12 2020"" dest_dns=""HOST-003"" dest_nt_host=""ops-sys-001"" dest_mac=""ac:d7:f5:9c:16:50"" dest_ip=""10.11.36.18"" os=""Microsoft Windows XP Service Pack 2"" os=""Microsoft Windows XP Service Pack 3"" cvss_base_score=""4.3"" cvss_vector=""CVSS2#AV:N/AC:H/Au:N/C:P/I:P/A:P"" dest_port_proto=""el-random(827/tcp)"" severity_id=""4"" signature_id=""11620"" signature=""Terminal Services Encryption Level is Medium or Low"" bid=""74306"" cve=""CVE-2017-6168"" osvdb=""8230"" xref=""OSVDB:8230"" xref=""IAVA:2013-A-0077"" 
---splunk-ta-nessus-end-of-event---

",2020-02-20T14:56:52.000+0000,,,74306,,,,,,CVE-2017-6168,4.3,4.3,,,CVSS2#AV:N/AC:H/Au:N/C:P/I:P/A:P,,HOST-003,,,,,,,HOST-003,10.11.36.18,false,,,ac:d7:f5:9c:16:50,ops-sys-001,,untrust,827,el-random(827/tcp),,false,,false,false,,,Thu Feb 20 14:27:12 2020,nessus nessus_misconfigured_wireless_device nessus_plugin_avail nessus_system_version,127.0.0.1,,main,,,,4,,,,"Microsoft Windows XP Service Pack 2
Microsoft Windows XP Service Pack 3",11620,,,,"Microsoft Windows XP Service Pack 2
Microsoft Windows XP Service Pack 3",8230,,,,Nessus,,,Err:509,,,,critical,4,,,Terminal Services Encryption Level is Medium or Low,,11620,eventgen,nessus,prd-p-vj7zgflpcb88,,,,,,,,,,,,,,,,,,,,,,Thu Feb 20 14:27:12 2020,,,,,"inventory
os
report
system
version
vulnerability",,,,,,"inventory
os
report
system
version
vulnerability",,,,,,,,none,tcp,,Tenable,,"OSVDB:8230
IAVA:2013-A-0077"
,"start_time=""Thu Feb 20 14:44:54 2020"" end_time=""Thu Feb 20 14:44:54 2020"" dest_ip=""10.11.36.14"" os=""Cisco Router"" dest_port_proto=""epmap(135/tcp)"" severity_id=""3"" signature_id=""12122"" signature=""Terminal Services Encryption Level is not FIPS-140 Compliant"" dest_dns=""HOST-003"" dest_nt_host=""ops-sys-005"" 
---splunk-ta-nessus-end-of-event---

",2020-02-20T14:56:16.000+0000,,,,,,,,,,,,,,,,HOST-003,,,,,,,HOST-003,10.11.36.14,false,,,,ops-sys-005,,untrust,135,epmap(135/tcp),,false,,false,false,,,Thu Feb 20 14:44:54 2020,nessus nessus_misconfigured_device nessus_plugin_avail nessus_system_version,127.0.0.1,,main,,,,4,,,,Cisco Router,12122,,,,Cisco Router,,,,,Nessus,,,Err:509,,,,high,3,,,Terminal Services Encryption Level is not FIPS-140 Compliant,,12122,eventgen,nessus,prd-p-vj7zgflpcb88,,,,,,,,,,,,,,,,,,,,,,Thu Feb 20 14:44:54 2020,,,,,"inventory
os
report
system
version
vulnerability",,,,,,"inventory
os
report
system
version
vulnerability",,,,,,,,none,tcp,,Tenable,,
,"start_time=""Thu Feb 20 14:54:26 2020"" end_time=""Thu Feb 20 14:54:26 2020"" dest_dns=""HOST-003"" dest_mac=""c0:eb:cf:50:74:6d"" dest_ip=""10.11.36.15"" os=""Microsoft Windows XP Service Pack 2"" os=""Microsoft Windows XP Service Pack 3"" cvss_base_score=""5.1"" cvss_vector=""CVSS2#AV:N/AC:M/Au:N/C:P/I:N/A:N"" dest_port_proto=""el-random(2324/tcp)"" severity_id=""3"" signature_family=""General"" signature_id=""34418"" signature=""Microsoft Windows Remote Desktop Protocol Server Man-in-the-Middle Weakness"" bid=""75500"" cve=""CVE-2017-13099"" cve=""CVE-2016-6883"" cve=""CVE-2017-3145"" cwe=""201"" osvdb=""17131"" osvdb=""299"" xref=""OSVDB:17131"" xref=""OSVDB:299"" xref=""CWE:201"" xref=""IAVB:2013-B-0083"" 
---splunk-ta-nessus-end-of-event---

",2020-02-20T14:56:13.000+0000,,,75500,,,,,,"CVE-2017-13099
CVE-2016-6883
CVE-2017-3145",5.1,5.1,,,CVSS2#AV:N/AC:M/Au:N/C:P/I:N/A:N,201,HOST-003,,,,,,,HOST-003,10.11.36.23,false,,,c0:eb:cf:50:74:6d,,,untrust,2324,el-random(2324/tcp),,false,,false,false,,,Thu Feb 20 14:54:26 2020,nessus nessus_misconfigured_device nessus_plugin_avail nessus_system_version,127.0.0.1,,main,,,,4,,,,"Microsoft Windows XP Service Pack 2
Microsoft Windows XP Service Pack 3",34418,,,,"Microsoft Windows XP Service Pack 2
Microsoft Windows XP Service Pack 3","17131
299",,,,Nessus,,,Err:509,,,,high,3,,,Microsoft Windows Remote Desktop Protocol Server Man-in-the-Middle Weakness,General,34418,eventgen,nessus,prd-p-vj7zgflpcb88,,,,,,,,,,,,,,,,,,,,,,Thu Feb 20 14:54:26 2020,,,,,"inventory
os
report
system
version
vulnerability",,,,,,"inventory
os
report
system
version
vulnerability",,,,,,,,none,tcp,,Tenable,,"OSVDB:17131
OSVDB:299
CWE:201
IAVB:2013-B-0083"
,"start_time=""Thu Feb 20 14:20:02 2020"" end_time=""Thu Feb 20 14:20:02 2020"" dest_dns=""HOST-003"" dest_mac=""92:90:55:51:61:31"" dest_ip=""10.11.36.28"" os=""Microsoft Windows XP Service Pack 2"" os=""Microsoft Windows XP Service Pack 3"" cvss_base_score=""2.6"" cvss_vector=""CVSS2#AV:N/AC:M/Au:N/C:P/I:N/A:N"" dest_port_proto=""microsoft-ds(139/tcp)"" severity_id=""4"" signature_family=""Service detection"" signature_id=""11026"" signature=""Unknown Service Detection: Banner Retrieval"" bid=""74933"" cve=""CVE-2004-2761"" cve=""CVE-2017-17427"" cve=""CVE-2017-3145"" cwe=""201"" osvdb=""17131"" osvdb=""299"" xref=""OSVDB:17131"" xref=""OSVDB:299"" xref=""CWE:201"" 
---splunk-ta-nessus-end-of-event---

",2020-02-20T14:56:13.000+0000,,,74933,,,,,,"CVE-2004-2761
CVE-2017-17427
CVE-2017-3145",2.6,2.6,,,CVSS2#AV:N/AC:M/Au:N/C:P/I:N/A:N,201,HOST-003,,,,,,,HOST-003,10.11.36.23,false,,,92:90:55:51:61:31,,,untrust,139,microsoft-ds(139/tcp),,false,,false,false,,,Thu Feb 20 14:20:02 2020,nessus nessus_plugin_avail nessus_system_version nessus_unauthorized_wireless_device,127.0.0.1,,main,,,,4,,,,"Microsoft Windows XP Service Pack 2
Microsoft Windows XP Service Pack 3",11026,,,,"Microsoft Windows XP Service Pack 2
Microsoft Windows XP Service Pack 3","17131
299",,,,Nessus,,,Err:509,,,,critical,4,,,Unknown Service Detection: Banner Retrieval,Service detection,11026,eventgen,nessus,prd-p-vj7zgflpcb88,,,,,,,,,,,,,,,,,,,,,,Thu Feb 20 14:20:02 2020,,,,,"inventory
os
report
system
version
vulnerability",,,,,,"inventory
os
report
system
version
vulnerability",,,,,,,,none,tcp,,Tenable,,"OSVDB:17131
OSVDB:299
CWE:201"
,"start_time=""Thu Feb 20 14:27:26 2020"" end_time=""Thu Feb 20 14:27:26 2020"" dest_dns=""HOST-003"" dest_nt_host=""HOST-004"" dest_mac=""6a:83:f8:c6:5a:fc"" dest_ip=""10.11.36.23"" os=""Microsoft Windows XP Service Pack 2"" os=""Microsoft Windows XP Service Pack 3"" cvss_base_score=""5.1"" cvss_vector=""CVSS2#AV:N/AC:H/Au:N/C:P/I:P/A:P"" dest_port_proto=""general (0/tcp)"" severity_id=""4"" signature_id=""19506"" signature=""Nessus Scan Information"" bid=""11849"" cve=""CVE-2004-2761"" cve=""CVE-2004-2761"" cve=""CVE-2004-2761"" osvdb=""8230"" osvdb=""299"" xref=""OSVDB:8230"" xref=""OSVDB:299"" 
---splunk-ta-nessus-end-of-event---

",2020-02-20T14:55:45.000+0000,,,11849,,,,,,"CVE-2004-2761
CVE-2004-2761
CVE-2004-2761",5.1,5.1,,,CVSS2#AV:N/AC:H/Au:N/C:P/I:P/A:P,,HOST-003,,,,,,,HOST-003,10.11.36.23,false,,,6a:83:f8:c6:5a:fc,HOST-004,,untrust,0,general (0/tcp),,false,,false,false,,,Thu Feb 20 14:27:26 2020,nessus nessus_plugin_avail nessus_system_version,127.0.0.1,,main,,,,4,,,,"Microsoft Windows XP Service Pack 2
Microsoft Windows XP Service Pack 3",19506,,,,"Microsoft Windows XP Service Pack 2
Microsoft Windows XP Service Pack 3","8230
299",,,,Nessus,,,Err:509,,,,critical,4,,,Nessus Scan Information,,19506,eventgen,nessus,prd-p-vj7zgflpcb88,,,,,,,,,,,,,,,,,,,,,,Thu Feb 20 14:27:26 2020,,,,,"inventory
os
report
system
version
vulnerability",,,,,,"inventory
os
report
system
version
vulnerability",,,,,,,,none,tcp,,Tenable,,"OSVDB:8230
OSVDB:299"
,"start_time=""Thu Feb 20 14:47:13 2020"" end_time=""Thu Feb 20 14:47:13 2020"" dest_dns=""HOST-003"" dest_mac=""ac:d7:f5:9c:16:50"" dest_ip=""10.11.36.18"" os=""Microsoft Windows XP Service Pack 2"" os=""Microsoft Windows XP Service Pack 3"" cvss_base_score=""4.3"" cvss_temporal_score=""4.3"" cvss_temporal_vector=""CVSS2#E:F/RL:OF/RC:C"" cvss_vector=""CVSS2#AV:N/AC:H/Au:N/C:P/I:N/A:N"" dest_port_proto=""unknown (4105/tcp)"" severity_id=""0"" signature_family=""Service detection"" signature_id=""11026"" signature=""Unknown Service Detection: Banner Retrieval"" bid=""11849"" cve=""CVE-2017-7472"" osvdb=""299"" xref=""OSVDB:299"" xref=""IAVB:2013-B-0083"" 
---splunk-ta-nessus-end-of-event---

",2020-02-20T14:55:05.000+0000,,,11849,,,,,,CVE-2017-7472,4.3,4.3,4.3,CVSS2#E:F/RL:OF/RC:C,CVSS2#AV:N/AC:H/Au:N/C:P/I:N/A:N,,HOST-003,,,,,,,HOST-003,10.11.36.23,false,,,ac:d7:f5:9c:16:50,,,untrust,4105,unknown (4105/tcp),,false,,false,false,,,Thu Feb 20 14:47:13 2020,nessus nessus_plugin_avail nessus_system_version nessus_unauthorized_wireless_device,127.0.0.1,,main,,,,4,,,,"Microsoft Windows XP Service Pack 2
Microsoft Windows XP Service Pack 3",11026,,,,"Microsoft Windows XP Service Pack 2
Microsoft Windows XP Service Pack 3",299,,,,Nessus,,,Err:509,,,,informational,0,,,Unknown Service Detection: Banner Retrieval,Service detection,11026,eventgen,nessus,prd-p-vj7zgflpcb88,,,,,,,,,,,,,,,,,,,,,,Thu Feb 20 14:47:13 2020,,,,,"inventory
os
report
system
version
vulnerability",,,,,,"inventory
os
report
system
version
vulnerability",,,,,,,,none,tcp,,Tenable,,"OSVDB:299
IAVB:2013-B-0083"
,"start_time=""Thu Feb 20 14:44:25 2020"" end_time=""Thu Feb 20 14:44:25 2020"" dest_dns=""HOST-003"" dest_mac=""6a:83:f8:c6:5a:fc"" dest_ip=""10.11.36.28"" os=""Microsoft Windows XP Service Pack 2"" os=""Microsoft Windows XP Service Pack 3"" cvss_base_score=""5.1"" cvss_vector=""CVSS2#AV:N/AC:H/Au:N/C:P/I:N/A:N"" dest_port_proto=""el-random(1820/tcp)"" severity_id=""1"" signature_family=""Service detection"" signature_id=""12122"" signature=""Terminal Services Encryption Level is not FIPS-140 Compliant"" bid=""9506"" cve=""CVE-2018-1049"" cve=""CVE-2005-3398"" cve=""CVE-2017-17382"" osvdb=""17131"" osvdb=""8230"" xref=""OSVDB:17131"" xref=""OSVDB:8230"" 
---splunk-ta-nessus-end-of-event---

",2020-02-20T14:50:47.000+0000,,,9506,,,,,,"CVE-2018-1049
CVE-2005-3398
CVE-2017-17382",5.1,5.1,,,CVSS2#AV:N/AC:H/Au:N/C:P/I:N/A:N,,HOST-003,,,,,,,HOST-003,10.11.36.28,false,,,6a:83:f8:c6:5a:fc,,,untrust,1820,el-random(1820/tcp),,false,,false,false,,,Thu Feb 20 14:44:25 2020,nessus nessus_misconfigured_device nessus_plugin_avail nessus_system_version,127.0.0.1,,main,,,,4,,,,"Microsoft Windows XP Service Pack 2
Microsoft Windows XP Service Pack 3",12122,,,,"Microsoft Windows XP Service Pack 2
Microsoft Windows XP Service Pack 3","17131
8230",,,,Nessus,,,Err:509,,,,low,1,,,Terminal Services Encryption Level is not FIPS-140 Compliant,Service detection,12122,eventgen,nessus,prd-p-vj7zgflpcb88,,,,,,,,,,,,,,,,,,,,,,Thu Feb 20 14:44:25 2020,,,,,"inventory
os
report
system
version
vulnerability",,,,,,"inventory
os
report
system
version
vulnerability",,,,,,,,none,tcp,,Tenable,,"OSVDB:17131
OSVDB:8230"
,"start_time=""Thu Feb 20 14:46:04 2020"" end_time=""Thu Feb 20 14:46:04 2020"" dest_ip=""10.11.36.10"" os=""Microsoft Windows XP Professional SP3"" dest_port_proto=""microsoft-ds(139/tcp)"" severity_id=""2"" signature_id=""34418"" signature=""Microsoft Windows Remote Desktop Protocol Server Man-in-the-Middle Weakness"" dest_nt_host=""HOST-003"" 
---splunk-ta-nessus-end-of-event---

",2020-02-20T14:49:39.000+0000,,,,,,,,,,,,,,,,HOST-003,,,,,,,,10.11.36.10,false,,,,HOST-003,,untrust,139,microsoft-ds(139/tcp),,false,,false,false,,,Thu Feb 20 14:46:04 2020,nessus nessus_misconfigured_device nessus_plugin_avail nessus_system_version,127.0.0.1,,main,,,,4,,,,Microsoft Windows XP Professional SP3,34418,,,,Microsoft Windows XP Professional SP3,,,,,Nessus,,,Err:509,,,,medium,2,,,Microsoft Windows Remote Desktop Protocol Server Man-in-the-Middle Weakness,,34418,eventgen,nessus,prd-p-vj7zgflpcb88,,,,,,,,,,,,,,,,,,,,,,Thu Feb 20 14:46:04 2020,,,,,"inventory
os
report
system
version
vulnerability",,,,,,"inventory
os
report
system
version
vulnerability",,,,,,,,none,tcp,,Tenable,,
,"start_time=""Thu Feb 20 14:37:19 2020"" end_time=""Thu Feb 20 14:37:19 2020"" dest_dns=""HOST-003"" dest_mac=""af:fd:16:4f:9e:d8"" dest_ip=""10.11.36.11"" os=""Microsoft Windows XP Service Pack 2"" os=""Microsoft Windows XP Service Pack 3"" cvss_base_score=""4.3"" cvss_temporal_score=""4.3"" cvss_temporal_vector=""CVSS2#E:F/RL:OF/RC:C"" cvss_vector=""CVSS2#AV:N/AC:H/Au:N/C:P/I:P/A:P"" dest_port_proto=""general/tcp"" severity_id=""4"" signature_family=""Service detection"" signature_id=""11026"" signature=""Unknown Service Detection: Banner Retrieval"" bid=""75541"" cve=""CVE-2017-13099"" cve=""CVE-2017-7472"" cve=""CVE-2017-12192"" osvdb=""299"" osvdb=""8230"" xref=""OSVDB:299"" xref=""OSVDB:8230"" 
---splunk-ta-nessus-end-of-event---

",2020-02-20T14:49:39.000+0000,,,75541,,,,,,"CVE-2017-13099
CVE-2017-7472
CVE-2017-12192",4.3,4.3,4.3,CVSS2#E:F/RL:OF/RC:C,CVSS2#AV:N/AC:H/Au:N/C:P/I:P/A:P,,HOST-003,,,,,,,HOST-003,10.11.36.11,false,,,af:fd:16:4f:9e:d8,,,untrust,,general/tcp,,false,,false,false,,,Thu Feb 20 14:37:19 2020,nessus nessus_plugin_avail nessus_system_version nessus_unauthorized_wireless_device,127.0.0.1,,main,,,,4,,,,"Microsoft Windows XP Service Pack 2
Microsoft Windows XP Service Pack 3",11026,,,,"Microsoft Windows XP Service Pack 2
Microsoft Windows XP Service Pack 3","299
8230",,,,Nessus,,,Err:509,,,,critical,4,,,Unknown Service Detection: Banner Retrieval,Service detection,11026,eventgen,nessus,prd-p-vj7zgflpcb88,,,,,,,,,,,,,,,,,,,,,,Thu Feb 20 14:37:19 2020,,,,,"inventory
os
report
system
version
vulnerability",,,,,,"inventory
os
report
system
version
vulnerability",,,,,,,,none,,,Tenable,,"OSVDB:299
OSVDB:8230"
,"start_time=""Thu Feb 20 13:48:56 2020"" end_time=""Thu Feb 20 13:48:56 2020"" dest_ip=""10.11.36.11"" os=""Cisco Router"" dest_port_proto=""el-random(2324/tcp)"" severity_id=""4"" signature_id=""11620"" signature=""Terminal Services Encryption Level is Medium or Low"" dest_dns=""HOST-003"" dest_nt_host=""ACME-005"" 
---splunk-ta-nessus-end-of-event---

",2020-02-20T14:48:35.000+0000,,,,,,,,,,,,,,,,HOST-003,,,,,,,HOST-003,10.11.36.11,false,,,,ACME-005,,untrust,2324,el-random(2324/tcp),,false,,false,false,,,Thu Feb 20 13:48:56 2020,nessus nessus_misconfigured_wireless_device nessus_plugin_avail nessus_system_version,127.0.0.1,,main,,,,4,,,,Cisco Router,11620,,,,Cisco Router,,,,,Nessus,,,Err:509,,,,critical,4,,,Terminal Services Encryption Level is Medium or Low,,11620,eventgen,nessus,prd-p-vj7zgflpcb88,,,,,,,,,,,,,,,,,,,,,,Thu Feb 20 13:48:56 2020,,,,,"inventory
os
report
system
version
vulnerability",,,,,,"inventory
os
report
system
version
vulnerability",,,,,,,,none,tcp,,Tenable,,
,"start_time=""Thu Feb 20 13:57:17 2020"" end_time=""Thu Feb 20 13:57:17 2020"" dest_dns=""HOST-003"" dest_mac=""60:6e:74:df:78:fb"" dest_ip=""10.11.36.2"" os=""Microsoft Windows XP Service Pack 2"" os=""Microsoft Windows XP Service Pack 3"" cvss_base_score=""5.1"" cvss_vector=""CVSS2#AV:N/AC:H/Au:N/C:P/I:P/A:P"" dest_port_proto=""microsoft-ds(139/tcp)"" severity_id=""3"" signature_family=""Service detection"" signature_id=""11026"" signature=""Unknown Service Detection: Banner Retrieval"" bid=""74933"" cve=""CVE-2017-5754"" cve=""CVE-2017-1000385"" cve=""CVE-2017-13099"" cwe=""200"" osvdb=""299"" osvdb=""8230"" xref=""OSVDB:299"" xref=""OSVDB:8230"" xref=""CWE:200"" 
---splunk-ta-nessus-end-of-event---

",2020-02-20T14:47:29.000+0000,,,74933,,,,,,"CVE-2017-5754
CVE-2017-1000385
CVE-2017-13099",5.1,5.1,,,CVSS2#AV:N/AC:H/Au:N/C:P/I:P/A:P,200,HOST-003,,,,,,,HOST-003,10.11.36.2,false,,,60:6e:74:df:78:fb,,,untrust,139,microsoft-ds(139/tcp),,false,,false,false,,,Thu Feb 20 13:57:17 2020,nessus nessus_plugin_avail nessus_system_version nessus_unauthorized_wireless_device,127.0.0.1,,main,,,,4,,,,"Microsoft Windows XP Service Pack 2
Microsoft Windows XP Service Pack 3",11026,,,,"Microsoft Windows XP Service Pack 2
Microsoft Windows XP Service Pack 3","299
8230",,,,Nessus,,,Err:509,,,,high,3,,,Unknown Service Detection: Banner Retrieval,Service detection,11026,eventgen,nessus,prd-p-vj7zgflpcb88,,,,,,,,,,,,,,,,,,,,,,Thu Feb 20 13:57:17 2020,,,,,"inventory
os
report
system
version
vulnerability",,,,,,"inventory
os
report
system
version
vulnerability",,,,,,,,none,tcp,,Tenable,,"OSVDB:299
OSVDB:8230
CWE:200"
,"start_time=""Thu Feb 20 14:31:44 2020"" end_time=""Thu Feb 20 14:31:44 2020"" dest_dns=""HOST-003"" dest_mac=""f0:6c:88:2a:34:52"" dest_ip=""10.11.36.25"" os=""Microsoft Windows XP Service Pack 2"" os=""Microsoft Windows XP Service Pack 3"" cvss_base_score=""5.1"" cvss_temporal_score=""4.6"" cvss_temporal_vector=""CVSS2#E:F/RL:W/RC:ND"" cvss_vector=""CVSS2#AV:N/AC:M/Au:N/C:P/I:N/A:N"" dest_port_proto=""general (0/tcp)"" severity_id=""1"" signature_family=""Service detection"" signature_id=""11026"" signature=""Unknown Service Detection: Banner Retrieval"" 
---splunk-ta-nessus-end-of-event---

",2020-02-20T14:47:29.000+0000,,,,,,,,,,5.1,5.1,4.6,CVSS2#E:F/RL:W/RC:ND,CVSS2#AV:N/AC:M/Au:N/C:P/I:N/A:N,,HOST-003,,,,,,,HOST-003,10.11.36.23,false,,,f0:6c:88:2a:34:52,,,untrust,0,general (0/tcp),,false,,false,false,,,Thu Feb 20 14:31:44 2020,nessus nessus_plugin_avail nessus_system_version nessus_unauthorized_wireless_device,127.0.0.1,,main,,,,4,,,,"Microsoft Windows XP Service Pack 2
Microsoft Windows XP Service Pack 3",11026,,,,"Microsoft Windows XP Service Pack 2
Microsoft Windows XP Service Pack 3",,,,,Nessus,,,Err:509,,,,low,1,,,Unknown Service Detection: Banner Retrieval,Service detection,11026,eventgen,nessus,prd-p-vj7zgflpcb88,,,,,,,,,,,,,,,,,,,,,,Thu Feb 20 14:31:44 2020,,,,,"inventory
os
report
system
version
vulnerability",,,,,,"inventory
os
report
system
version
vulnerability",,,,,,,,none,tcp,,Tenable,,
,"start_time=""Thu Feb 20 13:51:16 2020"" end_time=""Thu Feb 20 13:51:16 2020"" dest_dns=""HOST-003"" dest_nt_host=""ops-sys-005"" dest_mac=""ec:ab:17:6c:17:c6"" dest_ip=""10.11.36.9"" os=""Microsoft Windows XP Service Pack 2"" os=""Microsoft Windows XP Service Pack 3"" cvss_base_score=""4.3"" cvss_vector=""CVSS2#AV:N/AC:H/Au:N/C:P/I:N/A:N"" dest_port_proto=""el-random(2426/tcp)"" severity_id=""1"" signature_id=""11026"" signature=""Unknown Service Detection: Banner Retrieval"" bid=""136"" cve=""CVE-2017-12192"" cve=""CVE-2017-12192"" cve=""CVE-2017-12192"" osvdb=""299"" osvdb=""8230"" xref=""OSVDB:299"" xref=""OSVDB:8230"" 
---splunk-ta-nessus-end-of-event---

",2020-02-20T14:47:00.000+0000,,,136,,,,,,"CVE-2017-12192
CVE-2017-12192
CVE-2017-12192",4.3,4.3,,,CVSS2#AV:N/AC:H/Au:N/C:P/I:N/A:N,,HOST-003,,,,,,,HOST-003,10.11.36.23,false,,,ec:ab:17:6c:17:c6,ops-sys-005,,untrust,2426,el-random(2426/tcp),,false,,false,false,,,Thu Feb 20 13:51:16 2020,nessus nessus_plugin_avail nessus_system_version nessus_unauthorized_wireless_device,127.0.0.1,,main,,,,4,,,,"Microsoft Windows XP Service Pack 2
Microsoft Windows XP Service Pack 3",11026,,,,"Microsoft Windows XP Service Pack 2
Microsoft Windows XP Service Pack 3","299
8230",,,,Nessus,,,Err:509,,,,low,1,,,Unknown Service Detection: Banner Retrieval,,11026,eventgen,nessus,prd-p-vj7zgflpcb88,,,,,,,,,,,,,,,,,,,,,,Thu Feb 20 13:51:16 2020,,,,,"inventory
os
report
system
version
vulnerability",,,,,,"inventory
os
report
system
version
vulnerability",,,,,,,,none,tcp,,Tenable,,"OSVDB:299
OSVDB:8230"
,"start_time=""Thu Feb 20 13:47:19 2020"" end_time=""Thu Feb 20 13:47:19 2020"" dest_ip=""10.11.36.13"" os=""Cisco Router"" dest_port_proto=""general (0/tcp)"" severity_id=""3"" signature_id=""12122"" signature=""Terminal Services Encryption Level is not FIPS-140 Compliant"" dest_dns=""HOST-003"" dest_nt_host=""PROD-POS-002"" 
---splunk-ta-nessus-end-of-event---

",2020-02-20T14:46:27.000+0000,,,,,,,,,,,,,,,,HOST-003,,,,,,,HOST-003,10.11.36.23,false,,,,PROD-POS-002,,untrust,0,general (0/tcp),,false,,false,false,,,Thu Feb 20 13:47:19 2020,nessus nessus_misconfigured_device nessus_plugin_avail nessus_system_version,127.0.0.1,,main,,,,4,,,,Cisco Router,12122,,,,Cisco Router,,,,,Nessus,,,Err:509,,,,high,3,,,Terminal Services Encryption Level is not FIPS-140 Compliant,,12122,eventgen,nessus,prd-p-vj7zgflpcb88,,,,,,,,,,,,,,,,,,,,,,Thu Feb 20 13:47:19 2020,,,,,"inventory
os
report
system
version
vulnerability",,,,,,"inventory
os
report
system
version
vulnerability",,,,,,,,none,tcp,,Tenable,,
,"start_time=""Thu Feb 20 14:44:20 2020"" end_time=""Thu Feb 20 14:44:20 2020"" dest_ip=""10.11.36.26"" os=""Microsoft Windows XP Professional SP3"" dest_port_proto=""general"" severity_id=""2"" signature_id=""34418"" signature=""Microsoft Windows Remote Desktop Protocol Server Man-in-the-Middle Weakness"" dest_dns=""HOST-003"" dest_nt_host=""ops-sys-006"" 
---splunk-ta-nessus-end-of-event---

",2020-02-20T14:46:27.000+0000,,,,,,,,,,,,,,,,HOST-003,,,,,,,HOST-003,10.11.36.23,false,,,,ops-sys-006,,untrust,,general,,false,,false,false,,,Thu Feb 20 14:44:20 2020,nessus nessus_misconfigured_device nessus_plugin_avail nessus_system_version,127.0.0.1,,main,,,,4,,,,Microsoft Windows XP Professional SP3,34418,,,,Microsoft Windows XP Professional SP3,,,,,Nessus,,,Err:509,,,,medium,2,,,Microsoft Windows Remote Desktop Protocol Server Man-in-the-Middle Weakness,,34418,eventgen,nessus,prd-p-vj7zgflpcb88,,,,,,,,,,,,,,,,,,,,,,Thu Feb 20 14:44:20 2020,,,,,"inventory
os
report
system
version
vulnerability",,,,,,"inventory
os
report
system
version
vulnerability",,,,,,,,none,,,Tenable,,
